Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Target
-0.0582238153960446,2.2823646666730086,-2.618304090928047,7.073278985140359,-6.9229717552277705,2.802043816852606,-4.473453257984063,1.8059287076917299,-4.644819995750284,-0.5161352345532174,0
1.5057198896492976,6.216551135308139,-4.499400101096138,4.6582000048281325,8.710449983141581,-1.6985925867256502,-5.7804209002623335,10.63765235261479,-1.256984943691412,4.213155256062128,3
5.419774018734137,4.481387698231657,-3.8395851369938043,4.3857418305812095,-4.256581032345764,-0.9136403017608914,3.8289653270917707,7.341623609247658,9.533878306252895,-8.529877167970668,6
0.7326805330337003,6.614104834505648,-4.830386344522311,0.814492681142224,5.837390279846481,-0.7070553170747234,-4.064021235790814,8.75423464422509,-1.6648476739911688,7.005097398025277,3
5.548492313854254,4.863352170882192,-2.5629030597688525,6.357574709845684,-5.104629025606644,-0.8994971338642714,5.020877595467825,6.123850354469036,9.983178496669673,-8.388602777791967,6
9.572957278352654,7.6097185430451475,-0.33555225894931184,0.1109848843843359,4.20725842073048,0.8108125725630847,1.9719018548081526,-7.824747992969283,5.3449310225181055,-2.220644625706957,1
-9.647467949577923,-6.9446588373049964,7.974568486686124,0.6827017512303017,3.709610842053681,10.065636942828712,0.03659867729001931,-3.544500151452407,8.12318788108852,-3.1239807500985717,5
-10.446782930460571,-8.362232391141125,6.9198879484257265,-0.9730841699032796,4.371852862584616,9.768359747300382,-1.0554369369903465,-6.84551054138662,9.247870623620413,-3.874692451552904,5
1.279590758804702,6.210593449911029,-5.205434481269337,5.126096203429618,9.84301400953927,0.7124412821950332,-3.534202219964868,9.247137981474161,-2.038046288815511,5.560654903211806,3
-6.783345584558208,-8.011418144354513,-1.7259886028013858,-8.988058806702364,-4.656717295128452,-5.838444497624986,-6.275595492352792,-8.649699062200334,6.461065155682758,4.638988481232616,4
1.2619880862965362,0.8828851195557353,-1.6682153775695916,7.85811281183607,-8.906996449366204,3.295297769101822,-4.298589677124974,1.774899524853308,-5.281546996195983,-1.042517272460994,0
1.8817983116567234,6.58991117447071,-6.6123220247612595,4.205872308358813,7.801550836285885,-1.6049160995012652,-6.182269688785832,10.909568970623878,-1.9453164834734926,4.585896001862377,3
0.5887909411302803,0.4780394373175063,-0.6612419263271878,7.082499170728287,-8.395341154564775,4.821311251791965,-7.364011686759249,2.620380092614369,-6.005871034659882,-2.361342558048835,0
