Feature1,Feature2,Feature3,Target
-0.8024242390370623,-1.619037174200979,-3.8336033325789693,2
7.757274855699918,9.33083870553561,-1.61020014866707,0
-0.5529020510361766,0.0674658100146156,-3.5798149316269754,2
5.788587029816147,8.019381687183737,-1.7643546106890835,0
7.019914857422142,8.510897451351202,-1.125275068365411,0
6.524911907913597,2.9245780794351486,-8.283430608445375,1
8.170728509407253,4.793484914233089,-7.621202949944585,1
-1.6830613257076048,0.05942663622660982,-3.2398293959596756,2
6.298067303123741,8.133246071557782,-2.7242537439601926,0
6.2645603642372505,2.408511314145434,-9.521496579734853,1
7.674021060545337,4.101511024118616,-8.127541726362201,1
5.804090940619533,2.705425220381303,-8.64498643559229,1
-2.0308905506699833,-0.5570405752093988,-3.997392949249911,2
7.268823926054952,4.424136438024587,-8.9414297377528,1
6.892517513992333,9.009558963661643,-2.0365786116509534,0
6.008938220344823,6.7539277362530346,-2.523264109365884,0
-1.3758959603550325,-0.5612370993249437,-4.999600646647911,2
7.329421112209264,4.046707249600499,-7.493428175987332,1
7.180245337078736,7.880276985270333,-4.410228509473859,0
-3.076903600080403,-1.5365698239153571,-2.49893636161326,2
4.34577414739414,3.214302576034949,-7.567955597965049,1
6.086615939317939,7.1901893259139475,-3.3420466363014745,0
7.6768415539212524,7.168035516134888,-2.0927111583972113,0
6.893601749089704,3.971132135740034,-7.546147517685054,1
6.7718968112352895,7.886354975872501,-3.5549748154282206,0
-2.3989347225760698,-0.013747879141324915,-5.181382392363801,2
8.217891198917371,5.632231229399233,-2.4186560150533616,0
6.0891522215961595,8.508519251338637,-1.5926920773246676,0
4.22037659986024,5.573478181602024,-3.4522830927658275,0
-0.4353549266769594,1.216760083476696,-4.355445147815559,2
0.5883975793391341,0.9558115537936285,-5.6839824081165515,2
8.433532882064533,8.498709480001487,-2.2414363664318104,0
-0.08487803041464714,0.10171845411893365,-3.3982192992593454,2
-2.0688358529173483,-2.2392070140877234,-3.858297443224109,2
7.70849538042067,3.0497275053428154,-8.647120260515369,1
6.965324564114613,7.200257662729062,-4.102130856634474,0
8.667374802629771,5.262429078048266,-9.060827473410434,1
8.025099680023285,3.7164582314154893,-7.16686162575791,1
-2.456062172328165,0.3615445042043737,-5.084561521123237,2
0.10828110779226519,0.6472756546881859,-2.185184918828083,2
0.08931308433242902,-0.9794766117911002,-1.9938853084090666,2
6.522419191121234,7.960443774665593,-2.570745793587215,0
6.774881852527374,8.645594679056977,-2.636016797124478,0
-1.1367038493368722,-1.3477630838642454,-3.1093019538593962,2
-1.2758892290760329,-0.5557925879252541,-5.294119033133026,2
