Feature1,Feature2,Feature3,Feature4,Feature5,Target
8.125221686678822,4.738781307718222,-10.0163435585503,-2.2144243830061656,3.9126794890866687,1
10.689484082212362,6.0738055887947695,-9.231662127858844,-1.689225247953913,4.786453723044868,1
6.917918686423046,3.1355880709431982,-9.499420223386462,-1.1274554518692135,3.0870883596608136,1
-4.312987450836346,-4.769909431442111,-10.312261718141936,5.974330060784074,3.7697362479595506,2
7.513969215292755,4.845781785291984,-9.21279479822333,-1.3522816488511848,5.163442298927651,1
-7.987595543318958,2.827829671614848,1.6805672317964848,6.400215153740787,-0.5779101570545367,3
-7.44544227976576,2.81386236799442,0.9864650978798426,7.030846372321319,-0.08656578501236983,3
6.395381576876527,5.442026284219521,0.8392412488390156,-2.5845667836338073,7.7950840522248175,0
8.650625312789336,5.909929189198594,-4.553732596267846,-6.972943073565163,-4.22499877512954,4
-5.736783422460148,0.632320415068859,2.1831627489833547,8.88134147287695,1.0508741214722992,3
9.721714789587452,5.237176012365375,-3.8676803272761924,-5.9993018059504495,-2.5966316243818817,4
-7.252663988571146,-0.298818100921022,1.3679525712310558,4.949179901314883,-0.8251602272103251,3
-6.353508577257418,-6.7199676946433025,-9.13695223067208,7.881326116758407,4.41536269728042,2
6.044875318541551,6.147602314657383,1.0175891617129063,-3.270813769242814,7.23544630438975,0
-5.62654481376324,-7.427665637607375,-8.565705199091626,6.4479518566462355,3.975820017727446,2
5.9259753075671595,6.3666586901417945,1.961746259816569,-3.017258262886363,7.929090357338732,0
-5.999919978996575,-6.72724640724361,-8.466661745503911,6.3603134536724,4.394017304865965,2
7.697258346310916,4.542442944040294,-9.37763999898108,-2.896600160480861,5.0663536361860375,1
3.8007767266679147,6.400553030159544,0.42776628097721675,-3.12354352692199,6.563995610471916,0
9.381079895999372,4.498865598883565,-5.520534372469129,-4.0550955807159585,-2.2434486361876114,4
-6.194746077162063,-4.302362721467589,-8.777658419489388,8.022506320916822,4.344717740478583,2
5.118982180003621,9.514244956447873,1.9946902418512984,-1.791926151115859,4.77419028602036,0
-4.759463952968004,1.4620030329932785,0.9076618510988469,7.8950514430167384,-0.49721464134803606,3
7.753423795975622,3.2304326699300665,-10.298784559458019,-2.676049085448379,4.122044564370547,1
11.172683664150401,5.133595748320663,-6.047286777709386,-6.516494587137849,-2.9895124851233477,4
9.156501779617889,6.273147896513729,-5.235081900984177,-4.547931082987705,-0.9683771563996326,4
9.053465286868425,5.4374538737107745,-9.297579669547318,-3.714250854933,4.094886669249678,1
6.6618252850282484,8.622004218980976,0.3178185826249844,-1.630722712729578,8.30454434406209,0
6.9406354841350995,7.902069476874016,0.24950572317696257,-3.232569058045567,7.239691689523267,0
-5.858631891141074,3.0820275334112717,1.3692312257084007,8.28275042679722,1.8720736008911063,3
6.605019792392744,2.7648138806738567,-3.493195511790363,-5.287023975130472,-1.701658347552443,4
-4.82117644900607,1.083649716295045,1.3513181593611556,7.458753516416975,1.3282390730848261,3
-7.102426502795249,0.6915092877084024,3.6705786888645373,7.45212853477479,1.7667931335380926,3
8.11702004046321,3.104707070274282,-9.59325921448252,-2.433151925684108,5.3418229921699085,1
5.223335698810729,7.827503529294211,-0.13614644581956414,-2.019959168291984,8.697192619827172,0
8.001867475226238,4.471757607728843,-7.7087536000761085,-2.066826038039672,4.839823567971051,1
7.9396408911863015,4.100177446272074,-3.733281145239358,-4.557464263406137,-1.7675470014965005,4
9.952879117796794,6.730386287996927,-4.656357824590767,-5.3120893479209865,-1.1785232475778897,4
-5.869556645079917,-6.701217921980373,-8.192434273200377,7.8238431039045055,4.209808627765949,2
5.463038178325212,7.994573231281037,2.2010920981232007,-0.3447790575124512,8.98653355424394,0
-6.240584546755116,-4.826345305705844,-9.300526493425298,7.5528279612497276,5.666457735195505,2
-3.7994086016357507,-4.881706127561587,-8.330184020184083,6.6129968596504805,5.006554321165895,2
7.480311748653185,5.732085653825297,0.05233957198181119,-1.2656506112284664,8.095455816552514,0
-6.27211925106771,-7.360727741342047,-10.531395347019117,7.693106773028282,4.500758493581166,2
7.735541841347069,1.4969613051029929,-8.237417287144517,-1.1741087979178157,5.679732749438399,1
7.53299154930864,4.969128634858157,-4.038696828011075,-5.167839576484282,-3.140255298283747,4
5.3240430477397345,4.738835687104498,-9.201609714362915,-1.9681772816855012,5.1040475118287,1
-5.913706243561637,2.2258906383602586,1.030859235725114,8.178140994593406,1.092975177689084,3
9.31973650307509,6.250413461489535,-6.2840481402224,-5.491760831994679,-1.8539606202129248,4
6.989652866293268,7.383639428903536,-0.7370523668260305,-1.5448700498367232,7.537659313230464,0
10.725186946518265,5.092106422776074,-4.890280859250381,-4.266552840496708,-3.4070279257376885,4
7.539969148329535,6.462724120944418,2.246185227535054,-2.4291603530335983,6.851220301782343,0
-5.482816523936828,-0.6217862265671499,-0.1382174573269921,7.245129566186795,0.32362034200500467,3
-5.6657477840704065,-0.8931587123099498,2.25817998239779,8.45302718160736,-0.5686361343957029,3
5.753449618309354,4.067207358848686,-7.836773150518956,-2.7357559597007213,2.5119728733958677,1
7.87351106758305,2.536920883170672,-8.006512790972995,-0.7756635878349297,6.066080619482628,1
6.945059198283995,7.599307856395444,1.6346899696684818,-2.854199275998271,6.143467683837664,0
6.90264235706883,3.4806935225225897,-9.818622185721278,-1.888741358061691,4.196524296959577,1
4.381675246969416,5.464985292608546,-1.0783730526758302,-3.8006172872007076,8.443091041018791,0
8.761570932354596,4.109417866452912,-3.931065506028311,-4.502768441100503,-4.3716981461098605,4
-6.744739918346301,-1.0342100566447132,1.1241659195961204,7.526040728300074,-1.4201975654423304,3
-7.375090788360023,2.203081227667715,1.6761330070777132,7.516497860280087,-0.44269499816124014,3
9.031782284855431,5.863305620579137,-6.960493239154439,-3.800684255602863,-2.8468562430806674,4
-6.150469561151804,0.2290472821852274,1.0116010086539882,7.657339247316367,1.2608229343522215,3
8.09713466070713,4.466917636172096,-9.674070978869663,-2.9946602401092206,5.1031138449086395,1
9.374518546108252,3.7935159317377343,-4.923085279647811,-4.651662064625894,-0.9930165506621125,4
-6.524950491240758,-5.78251299473901,-9.28832949511225,6.04517976664553,4.092716538264558,2
6.224407784883276,7.335627467943543,-0.47520545199578157,-1.5041151224283236,7.008664365097542,0
7.146831690070496,6.571377808563061,0.38466285020204016,-2.0535908873799626,7.151682952995539,0
5.78270402098129,6.27044635681896,-0.6356484925771205,-1.6188079910893376,6.509116835394873,0
7.4273998511049415,3.943974851066101,-7.436140633881295,-2.255622375634852,3.721585151984199,1
8.285499507036842,4.924267178373927,-10.278079679080347,-1.9873235659736763,6.64368233355181,1
5.468066451586164,7.464666203372115,-0.37904167223653906,-0.9361561751787197,6.508565087535407,0
6.3344845972771235,5.832366670232525,-0.19595511450982256,-2.4831145739350977,9.37358227712068,0
-4.903007476747276,2.716895942016607,2.6112461748201072,9.034193754054547,1.1262681898908844,3
8.359228718122273,4.634254388434569,-5.53466491926504,-5.950830699099604,-3.203417023118727,4
-7.412007636598483,1.0987784463924628,2.791008246579795,9.129384066277899,-0.7718974672396992,3
-7.78340887011052,-6.973094936418171,-8.737338612884223,6.442498682239456,4.251213201953272,2
-5.800298967105792,-7.15816383450068,-8.282162986516862,8.540538003536318,3.748978551930806,2
-6.161381778678888,-6.104498400715959,-8.654718178397175,7.196332155027686,6.402252087744652,2
6.4387183114697475,5.55387545662297,0.34757141252307505,-2.72599959547238,9.388315601596187,0
7.544509407418101,3.5193068622423844,-10.443778339616362,0.8233138283586179,4.958860835811911,1
5.687635668153896,6.874174270117994,0.4053659431442574,-3.8633757182099435,7.423470612318373,0
9.020349137607354,4.551306411494877,-8.551894304013318,-1.0140528047040287,4.386815782040959,1
9.415687094725712,6.35878979809317,-4.937815289677892,-5.883082575202055,-2.6801607102155267,4
8.226483598423956,3.3612503909187903,-5.742491525308223,-3.820335795772759,-1.3557322928069042,4
-6.001650139708948,0.0187661113314177,1.9867733963323424,7.646885859171403,-0.46807725822061863,3
5.843198025968315,6.621973935183019,0.2851876136103816,-2.3833142011829302,7.415176924067314,0
-6.976661033715272,0.4655409375337979,3.216719782396968,8.091037671360517,1.1480704535643191,3
-5.3040976662406125,0.519756401700267,1.1980992810942066,7.030003262806223,0.47204220474274483,3
7.460001296418982,4.7463169088385815,-4.210050696068368,-6.055624611554735,-2.4433134032668917,4
-7.670257369198396,-4.38719915404171,-8.978740843627776,6.921790445534532,3.7612900852138775,2
5.725941336957702,3.1560767614257768,-8.423288079363656,-0.7539855296723563,3.952008958380576,1
6.8719852612139665,4.533175688904949,-10.16265909499532,-2.93922107990721,5.471530456231392,1
-5.942793073052697,2.337543221743503,0.8800219996421024,7.625753242159686,1.2757575888752641,3
8.964064206652944,3.750886898899325,-2.9165294313379637,-4.915704459123519,-2.929689864798442,4
-5.1300071821162785,1.8059472026368075,1.008617614483607,7.422967495601922,0.3117672110449108,3
6.550519874255102,6.082698027121721,-1.1232070263646503,-2.9723958790510245,8.47568758447121,0
7.12759501948044,4.731941174632599,-8.482952960394615,-1.2111289579254434,5.136143470136094,1
-5.79953000531827,-5.977026412427442,-9.368683486860904,7.9874410900856265,4.750597206626943,2
-5.180928492114116,-6.4986514834936875,-6.016539239478154,6.806248024697403,4.904816189523796,2
-7.721870125640441,-5.082185198590339,-5.252783573303064,6.7301461770267546,5.374182584458149,2
8.328636128291674,3.9814923959589206,-9.855532029354027,-3.0587281852041595,4.41605912572519,1
4.726746653584581,7.378182621736555,-0.06683637731752812,-3.0361653494724368,7.870235721165529,0
7.998019252149499,3.912401102141013,-5.5789194654241685,-3.941864173048101,0.19464922499007375,4
7.516508441119484,3.3073640915198563,-9.49600485726863,-4.019546654919948,5.8582629610676795,1
8.826706402334727,5.509678499837313,-4.835044269382418,-4.292616302150095,-1.999943014892826,4
6.457772174987731,5.226365369815511,-8.918436101503547,-1.8658368003051151,6.52666671737204,1
6.939329959952321,5.515034763986213,-0.2426335347351944,-3.5788794473260737,6.503114913627738,0
10.01779367408835,5.457812672260189,-4.997746404507308,-5.746756696788191,-1.4100804256906296,4
-5.995981810560751,-3.6794117562900994,-9.594612502518693,6.6490214947443445,5.7577748911771085,2
7.472511493696423,2.4518746436226344,-8.03461795045092,-1.927513705151139,2.6333691071262826,1
8.754876852609792,5.1799201276595985,-9.169275096442917,-3.6394105309335503,4.530710948000128,1
-8.532160741334833,-0.022600942335031515,1.1076223712515059,7.160833589499106,0.47509419208518444,3
7.767673111198873,2.6924746015431005,-9.302408408835777,-1.339925842459055,4.519689731696481,1
8.330666678928138,6.007027179331648,-4.7894665649046795,-5.931318391816415,-2.8538606041014196,4
7.398590364254007,5.838444951574604,-4.4231242696891915,-5.523690955211276,-1.9449131944937985,4
6.120006437782349,4.961186925156961,1.280091193922335,-2.1435000486823337,8.81428695981172,0
7.195417197226167,3.774023150508423,-3.0732723254908025,-4.67749580783512,-1.127394125491945,4
9.46104608464173,5.858891039241841,-3.5381478290970945,-4.54330065828291,-2.298800868982866,4
-5.72715073011356,1.0074686445436574,0.5794711734559842,7.671364075305877,0.42228978390140637,3
-7.486808254549979,-6.125197415850548,-8.821570048217719,7.411082304424625,4.323312904329805,2
-6.3192454695519125,-6.529359918896902,-8.241684338187667,7.3716753244935,4.403257227220693,2
-5.813607752649383,0.18117881763349564,0.6454030182496564,4.412077028771874,-0.22881989114886075,3
9.85818892408968,5.136096393824394,-5.878034871504153,-4.682379172209605,-1.8482091654371307,4
-5.8487171138564324,-7.245923406740544,-10.304785636785136,6.459835991763675,6.177897727560068,2
-6.060340910583429,-5.048050298430364,-6.771574891908814,6.732340470600424,4.125598909250092,2
6.4260751944786625,7.416425830710483,0.10694926683018634,-0.7075028404725248,7.807942048139957,0
7.885931976993886,5.736160234567697,0.7025335831960827,-0.9422593495580931,4.642985355465198,0
6.542583796989863,4.847406954679651,-5.759938938177297,-6.364930188131928,-3.2735606681859335,4
7.894678923213043,6.438082828208484,1.4622287296159056,-2.2147218915905706,7.377850024764256,0
-8.10294074924973,-6.150618615046334,-9.320516567806644,8.377204615691948,5.732071293479743,2
9.286208692044976,3.5069557596214693,-8.443169672289898,-1.198254098118153,4.871671131078959,1
