Feature1,Feature2,Feature3,Target
0.9976402313874734,1.6457381705196956,-0.9313416522398874,1.502083922068558
-0.9631873538492631,0.3691551509505231,1.268831027570953,-1.8429755022399361
-0.27844305439012873,0.5029332902172146,1.9604527398377787,-2.8594199800319933
0.20530159265931894,0.6554587941342911,-0.021301243460712715,0.20677185408852747
0.23560683503766974,1.4447852425761416,1.9718484548958917,-3.3794355877058933
-0.12487682541860444,1.5213456156595102,-1.9921722524206023,3.2667963374197857
-0.9874379265654085,1.626983133897048,-1.1580074086244279,4.553716595608464
-0.19488355449587766,1.8244858689459618,0.019173613636413123,-0.19613872693243056
-0.9974046983958367,1.6508712652407127,1.0719990806740622,-1.6428577586449953
0.9255715629534175,1.66431518641021,1.3785726903145126,-4.324135255788105
-0.9782246762171564,0.004431001420853731,0.7924512518952723,-1.3617278530021102
-0.4865580524961782,1.4588172401776576,1.8736482481817989,-2.6334469832271035
0.573089419990268,1.5746670720962614,-1.8194928411494624,2.5313218289230637
-0.963294270150195,1.7173236668943122,0.7315523345309123,-1.2990151433078692
-0.7107491456511061,0.06384755146846155,1.7034455572083902,-2.3510300503203614
0.9670907351324852,1.1237673068375076,-1.2544317394133628,1.828056386537408
-0.23736102212907081,0.0964038867380248,0.028578492530743516,-0.23964833084316225
-0.45821965908806966,0.5654800666999462,1.8888389865578654,-2.6656014876003256
-0.19212823404578186,1.527248361689508,-1.9813698292093807,3.334922977756726
0.8386507964468741,0.6400234374312128,-1.5446694792431679,2.14679128096103
0.8847726337955412,1.2957721016268497,-0.5339770536910213,1.086005898574029
-0.9994627299125898,0.2997860601997353,-1.0327757763550114,4.679607332953175
0.9194621945816843,0.16136930033156882,-0.6068215764630097,1.166710449452371
-0.9950207081693472,1.0880740449864033,1.0996684017839697,-1.6706304847848976
0.9541395815288091,0.21629158559658568,-0.7006379132888918,1.2667723173562604
-0.761510077506905,0.10251283505266295,0.35184693022756763,-0.8656397533022875
-0.7650037354112209,0.39224018008005035,-1.6440258417228915,4.012639784091061
0.3773168978857681,0.4412046877314033,-0.07391579293788797,0.3868973253602425
0.4360210943009963,1.4088460226357218,-1.8999364451585243,2.690420058927642
0.5957155917826386,0.20405946402334374,1.803195451746996,-3.779748939313315
-0.838469807394333,1.279083772675893,0.455051945513969,-0.9944691660603591
-0.9999992893064015,0.43276034472050884,0.9988077807702126,-1.569604107282675
-0.8545839348764298,0.6077186195503519,-1.5193132948915498,4.166341780960845
-0.36664075295559945,1.2469598055548106,0.06963740494786064,-0.3753957544823804
0.2622757862151448,1.5309051636004722,1.9649929595417925,-3.4069724482348804
-0.32000334323943785,0.9140424468898793,1.9474164133661516,-2.8158596375010676
0.9925341707824203,1.905374294146058,1.1219668800505007,-4.590117663023531
-0.9865652821450308,0.0751052041683482,0.8366324877275295,-1.4066932614089276
0.9978321310703836,0.8174952038440548,-1.0658106237893001,1.6366545481297012
-0.09610628414494592,0.3609700366619142,0.004628922387308387,-0.096254848769097
0.15786594044383062,0.06385621274801223,-1.98746055356545,2.9830635350946233
-0.9605045849699245,0.537997289162309,-1.278264159121783,4.4304025631955435
-0.9826962934191327,1.499313042078543,1.1852241747189005,-1.7570963063000167
-0.339819599331351,0.6341558916320256,-1.9404906378642375,3.4883177289823717
0.6732344919291574,1.552772442894826,-1.7394290492514406,2.403018218547608
0.9999991848367056,1.9515523309606337,1.001276842168912,-4.711112137868833
0.5789345594784007,0.6141463761533537,-0.18462599020967674,0.6174213942428048
-0.9897813339180853,0.5999216067456976,-1.1425935167787644,4.569307764390346
-0.9610540299365127,0.4946003534469501,1.2763605462847196,-1.8508014229881018
0.6110592154461738,0.660482847926124,-1.7915848881947574,2.484194658058266
0.16917207886453076,0.4166916078143006,-1.9855865298047926,2.9716030739956527
-0.9733806920342329,1.9850466632188704,-1.229194302666881,4.481139109252769
0.7992886022547251,1.0678323472197075,-0.3990526393221383,0.9261104905350148
0.22736300912115748,1.6073648708427857,-0.02618992504525175,0.22936891212488109
-0.476185492227282,0.02833357979161777,1.8793448566929025,-2.6452809592871436
0.2522564137768957,0.46180732709753425,-1.96766042685873,2.886581280668158
0.2202381600640252,1.83208115576262,1.9754461301638409,-3.363651272374234
-0.8520409569987252,0.7317413428037565,0.47652487394652976,-1.019871871763537
0.9765584751914465,1.152038208172381,-1.2152522811302056,1.7877464862269736
0.3947663347985075,1.6991160878342477,1.9187815523342602,-3.547406170010894
-0.8554470582846474,0.1806453278542266,0.4821097312440181,-1.0264134548747978
0.8017977580053,0.47617673723192677,1.5975954779427923,-4.071890148550604
-0.9999374967920922,0.8151862435607788,-1.0111804521001886,4.701208295340637
-0.42522153537786656,1.6550672101055888,0.09491069730612234,-0.4392066378604556
0.9352034415832684,0.7175000970185832,-1.3541108906131105,1.9327595104705477
0.9480790121095788,1.7118217352193517,1.318034882988211,-4.388732951153468
0.9076476616512132,0.07484986433880514,-0.5802670821831045,1.1376452843092897
0.8621998698174852,0.9376160005142384,-1.5065682426748754,2.1019962075857133
0.621881833800714,0.5833020559571849,1.7831110935165335,-3.812736093423028
-0.9174781172428974,0.11056026639162098,-1.3977862546398858,4.303286259099228
0.03633484576852504,0.4508180955441148,-1.999339671474608,3.1052498080631987
0.9935827155351328,0.01705765405167292,-1.1131078573302113,1.6841467553307405
-0.6381408982741313,0.24405265526604625,0.23008039773630606,-0.6920811721405631
0.538659245653593,0.6578863656008807,1.842523718996624,-3.7104375969397765
0.6651797316924286,1.3561998831230557,1.746683282620944,-3.869327152522883
